RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
3229,"RL34327","8/9/2018","Proliferation Security Initiative (PSI)","https://crsreports.congress.gov/product/pdf/download/RL/RL34327/RL34327.pdf/","17","01/18/2008"
3230,"LSB10185","8/8/2018","Abortion, Justice Kennedy, and Judge Kavanaugh","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10185/LSB10185.pdf/","2","08/08/2018"
3231,"R45285","8/8/2018","Overview of U.S.-South Korea Agricultural Trade","https://crsreports.congress.gov/product/pdf/download/R/R45285/R45285.pdf/","3","08/09/2018"
3232,"R45284","8/8/2018","Title X Family Planning: Proposed Rule on Statutory Compliance Requirements","https://crsreports.congress.gov/product/pdf/download/R/R45284/R45284.pdf/","5","08/08/2018"
3233,"IF10942","8/7/2018","FY2019 National Defense Authorization Act: An Overview of H.R. 5515	","https://crsreports.congress.gov/product/pdf/download/IF/IF10942/IF10942.pdf/","2","08/07/2018"
3234,"IF10941","8/6/2018","Buy America and the Electric Bus Market","https://crsreports.congress.gov/product/pdf/download/IF/IF10941/IF10941.pdf/","3","08/06/2018"
3235,"R45282","8/6/2018","Fees for Maintenance and Evaluation of Pesticide Registrations: Current Law and Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45282/R45282.pdf/","3","08/07/2018"
3236,"R45281","8/6/2018","Iran's Threats, the Strait of Hormuz, and Oil Markets: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45281/R45281.pdf/","2","08/06/2018"
3237,"IF10945","8/6/2018","Maritime Fuel Regulations","https://crsreports.congress.gov/product/pdf/download/IF/IF10945/IF10945.pdf/","2","08/08/2018"
3238,"R45280","8/6/2018","U.S. Postal Service Board of Governors: Background, Pending Nominees, and Issues for Congress ","https://crsreports.congress.gov/product/pdf/download/R/R45280/R45280.pdf/","4","08/06/2018"
3239,"R45278","8/3/2018","Chesapeake Bay Restoration: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45278/R45278.pdf/","4","08/03/2018"
3240,"IF10940","8/3/2018","The James Webb Space Telescope","https://crsreports.congress.gov/product/pdf/download/IF/IF10940/IF10940.pdf/","2","08/03/2018"
3241,"LSB10182","8/2/2018","D.C. Circuit Rules FTC Opinion Letter Not 'Final Agency Action' Subject to Judicial Review","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10182/LSB10182.pdf/","2","08/02/2018"
3242,"IF10939","8/2/2018","Gas Exporting Countries Forum (GECF): Cartel Lite?","https://crsreports.congress.gov/product/pdf/download/IF/IF10939/IF10939.pdf/","2","08/02/2018"
3243,"IF10937","8/1/2018","Artificial Intelligence (AI) and Education","https://crsreports.congress.gov/product/pdf/download/IF/IF10937/IF10937.pdf/","3","08/01/2018"
3244,"R45143","8/1/2018","Seed Cotton as a Farm Program Crop: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45143/R45143.pdf/","8","03/26/2018"
3245,"R44808","7/31/2018","Federal Disaster Assistance: The National Flood Insurance Program and Other Federal Disaster Assistance Programs Available to Individuals and Households After a Flood","https://crsreports.congress.gov/product/pdf/download/R/R44808/R44808.pdf/","15","04/06/2017"
3246,"RL33476","7/31/2018","Israel: Background and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/RL/RL33476/RL33476.pdf/","92","06/16/2006"
3247,"R45099","7/31/2018","National Flood Insurance Program: Selected Issues and Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45099/R45099.pdf/","18","02/07/2018"
3248,"R45270","7/30/2018","Child Welfare Funding in FY2018","https://crsreports.congress.gov/product/pdf/download/R/R45270/R45270.pdf/","5","07/25/2018"
3249,"RL33536","7/30/2018","China-U.S. Trade Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL33536/RL33536.pdf/","155","07/13/2006"
3250,"LSB10179","7/30/2018","Hostage-Taking Statute Covers Kidnapping for Ransom Abroad","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10179/LSB10179.pdf/","2","07/30/2018"
3251,"IF10936","7/27/2018","FY2019 Defense Appropriations Bill: An Overview of S. 3159, as Reported","https://crsreports.congress.gov/product/pdf/download/IF/IF10936/IF10936.pdf/","2","07/27/2018"
3252,"IF10267","7/27/2018","Magnuson-Stevens Fishery Conservation and Management Act (MSA): Reauthorization Issues for the 115th Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF10267/IF10267.pdf/","7","07/29/2015"
3253,"R41259","7/27/2018","North Korea: U.S. Relations, Nuclear Diplomacy, and Internal Situation","https://crsreports.congress.gov/product/pdf/download/R/R41259/R41259.pdf/","43","05/28/2010"
3254,"R45221","7/26/2018","Capital Markets, Securities Offerings, and Related Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R45221/R45221.pdf/","10","06/08/2018"
3255,"LSB10178","7/26/2018","Only Minimal Impact on Commerce Needed for Attempted Bombing","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10178/LSB10178.pdf/","2","07/26/2018"
3256,"IF10933","7/26/2018","Zimbabwe: Forthcoming Elections","https://crsreports.congress.gov/product/pdf/download/IF/IF10933/IF10933.pdf/","4","07/23/2018"
3257,"TE10026","7/25/2018","Background on Renewable Identification Numbers under the Renewable Fuel Standard","https://crsreports.congress.gov/product/pdf/download/TE/TE10026/TE10026.pdf/","2","07/26/2018"
3258,"TE10027","7/25/2018","Examining Changes to Social Security's Disability Appeals Process","https://crsreports.congress.gov/product/pdf/download/TE/TE10027/TE10027.pdf/","2","08/17/2018"
3259,"LSB10177","7/25/2018","The Essential Judge Brett M. Kavanaugh Reader: What Cases Should You Read? ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10177/LSB10177.pdf/","2","07/26/2018"
3260,"LSB10101","7/25/2018","UPDATE: Fannie & Freddie Investors Turn to Congress After S. Ct. Declines to Resurrect Their Legal Claims","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10101/LSB10101.pdf/","3","03/16/2018"
3261,"RL31286","7/24/2018","Debt-for-Nature Initiatives and the Tropical Forest Conservation Act (TFCA): Status and Implementation","https://crsreports.congress.gov/product/pdf/download/RL/RL31286/RL31286.pdf/","16","09/29/2004"
3262,"IF10934","7/24/2018","Duplicate Congressional Gold Medals: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/IF/IF10934/IF10934.pdf/","2","07/25/2018"
3263,"R45229","7/24/2018","Indexing Capital Gains Taxes for Inflation","https://crsreports.congress.gov/product/pdf/download/R/R45229/R45229.pdf/","12","06/18/2018"
3264,"LSB10176","7/24/2018","Mutual Legal Assistance Treaty with the Russian Federation: A Sketch","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10176/LSB10176.pdf/","2","07/24/2018"
3265,"LSB10175","7/24/2018","Supreme Court Rules Ohio Voter Roll Law Comports with National Voter Registration Act","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10175/LSB10175.pdf/","2","07/24/2018"
3266,"R45269","7/23/2018","Judicial Opinions of Judge Brett M. Kavanaugh","https://crsreports.congress.gov/product/pdf/download/R/R45269/R45269.pdf/","7","07/25/2018"
3267,"R43333","7/20/2018","Iran Nuclear Agreement and U.S. Exit","https://crsreports.congress.gov/product/pdf/download/R/R43333/R43333.pdf/","94","12/12/2013"
3268,"LSB10174","7/20/2018","Supreme Court Invalidates Public-Sector Union Agency Fees: Considerations for Congress in the Wake of Janus","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10174/LSB10174.pdf/","2","07/20/2018"
3269,"R45265","7/20/2018","U.S. Fish and Wildlife Service: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R45265/R45265.pdf/","3","07/20/2018"
3270,"IF10929","7/19/2018","Emergency Department Boarding of Behavioral Health Patients ","https://crsreports.congress.gov/product/pdf/download/IF/IF10929/IF10929.pdf/","2","07/20/2018"
3271,"IF10928","7/19/2018","FY2019 Defense Appropriations Bill: An Overview of House-passed H.R. 6157","https://crsreports.congress.gov/product/pdf/download/IF/IF10928/IF10928.pdf/","2","07/19/2018"
3272,"LSB10172","7/18/2018","Can a President Amend Regulations by Executive Order?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10172/LSB10172.pdf/","2","07/18/2018"
3273,"LSB10171","7/18/2018","Military Commission Judges Do Not Have Unilateral Power to Punish for Contempt","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10171/LSB10171.pdf/","2","07/18/2018"
3274,"LSB10170","7/17/2018","Brett M. Kavanaugh: Selected Primary Material","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10170/LSB10170.pdf/","3","07/17/2018"
3275,"IF10867","7/17/2018","Mexico's 2018 Elections: Results and Potential Implications ","https://crsreports.congress.gov/product/pdf/download/IF/IF10867/IF10867.pdf/","5","04/05/2018"
3276,"R45257","7/16/2018","Improper Payments in High-Priority Programs: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45257/R45257.pdf/","3","07/18/2018"
3277,"LSB10169","7/16/2018","Supreme Court Directs State Court to Decide Whether Indian Tribe Can Invoke Sovereign Immunity in Property Dispute","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10169/LSB10169.pdf/","2","07/16/2018"
3278,"RL31457","7/13/2018","Private Activity Bonds: An Introduction","https://crsreports.congress.gov/product/pdf/download/RL/RL31457/RL31457.pdf/","22","11/10/2004"
3279,"IF10817","7/12/2018","Colombia's 2018 Elections","https://crsreports.congress.gov/product/pdf/download/IF/IF10817/IF10817.pdf/","7","01/24/2018"
3280,"R44652","7/11/2018","Federal Government Employment: Veterans' Preference in Competitive Examination","https://crsreports.congress.gov/product/pdf/download/R/R44652/R44652.pdf/","6","10/12/2016"
3281,"R45256","7/11/2018","Justice Anthony Kennedy: His Jurisprudence and the Future of the Court","https://crsreports.congress.gov/product/pdf/download/R/R45256/R45256.pdf/","5","07/12/2018"
3282,"IF10709","7/11/2018","National Counterterrorism Center (NCTC)","https://crsreports.congress.gov/product/pdf/download/IF/IF10709/IF10709.pdf/","4","08/18/2017"
3283,"R45254","7/10/2018","Financial Services and General Government (FSGG) FY2018 Appropriations: Independent Agencies and General Provisions","https://crsreports.congress.gov/product/pdf/download/R/R45254/R45254.pdf/","5","07/10/2018"
3284,"LSB10168","7/10/2018","President Trump Nominates Judge Brett Kavanaugh: Initial Observations ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10168/LSB10168.pdf/","5","07/10/2018"
3285,"R45263","7/10/2018","Puerto Rico-Status of Electric Power Recovery","https://crsreports.congress.gov/product/pdf/download/R/R45263/R45263.pdf/","3","07/19/2018"
3286,"LSB10167","7/10/2018","U.S. District Court Holds U.S. Citizen Can Challenge His Inclusion on 'Kill List'","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10167/LSB10167.pdf/","2","07/10/2018"
3287,"IF10923","7/9/2018","Financial Reform: Overview of the Volcker Rule","https://crsreports.congress.gov/product/pdf/download/IF/IF10923/IF10923.pdf/","2","07/09/2018"
3288,"RL32725","7/9/2018","Hemp as an Agricultural Commodity","https://crsreports.congress.gov/product/pdf/download/RL/RL32725/RL32725.pdf/","49","01/05/2005"
3289,"R45253","7/9/2018","Next Generation 911 Technologies: Select Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45253/R45253.pdf/","4","07/09/2018"
3290,"IF10925","7/9/2018","State Election Reform Payments: FY2018 Appropriations","https://crsreports.congress.gov/product/pdf/download/IF/IF10925/IF10925.pdf/","4","07/10/2018"
3291,"R43115","7/9/2018","U.S. Global Health Appropriations: FY2001-FY2019","https://crsreports.congress.gov/product/pdf/download/R/R43115/R43115.pdf/","28","06/24/2013"
3292,"LSB10166","7/9/2018","Who Interprets Foreign Law in U.S. Federal Courts?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10166/LSB10166.pdf/","3","07/09/2018"
3293,"LSB10165","7/5/2018","Questions Remain, Litigation Continues, over Military Service by Transgender Individuals","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10165/LSB10165.pdf/","2","07/05/2018"
3294,"R45250","7/5/2018","Rural Highways","https://crsreports.congress.gov/product/pdf/download/R/R45250/R45250.pdf/","4","07/05/2018"
3295,"R45251","7/5/2018","School Resource Officers: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45251/R45251.pdf/","3","07/06/2018"
3296,"RL32254","7/5/2018","Small Business Tax Benefits: Current Law and Arguments For and Against Them","https://crsreports.congress.gov/product/pdf/download/RL/RL32254/RL32254.pdf/","21","03/03/2004"
3297,"R44010","7/2/2018","Defense Acquisitions: How and Where DOD Spends Its Contracting Dollars","https://crsreports.congress.gov/product/pdf/download/R/R44010/R44010.pdf/","12","04/29/2015"
3298,"IF10872","7/2/2018","Federal Quantum Information Science: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10872/IF10872.pdf/","7","04/13/2018"
3299,"IF10589","7/2/2018","FY2019 Funding for CCS and Other DOE Fossil Energy R&D","https://crsreports.congress.gov/product/pdf/download/IF/IF10589/IF10589.pdf/","12","01/31/2017"
3300,"LSB10164","7/2/2018","Partisan Gerrymandering: Supreme Court Provides Guidance on Standing and Maintains Legal Status Quo","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10164/LSB10164.pdf/","2","07/02/2018"
3301,"IF10921","6/29/2018","FY2019 National Defense Authorization Act: An Overview of Senate Action","https://crsreports.congress.gov/product/pdf/download/IF/IF10921/IF10921.pdf/","2","06/29/2018"
3302,"LSB10161","6/29/2018","When Can You Be Convicted of a Crime That Is Not a Crime?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10161/LSB10161.pdf/","2","06/29/2018"
3303,"IF10173","6/28/2018","Boko Haram and the Islamic State's West Africa Province","https://crsreports.congress.gov/product/pdf/download/IF/IF10173/IF10173.pdf/","6","04/03/2015"
3304,"R45245","6/28/2018","Health Resources and Services Administration (HRSA) FY2019 Budget Request and Funding History: Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R45245/R45245.pdf/","5","06/29/2018"
3305,"IF10918","6/28/2018","Hospital Charity Care and Related Reporting Requirements Under Medicare and the Internal Revenue Code","https://crsreports.congress.gov/product/pdf/download/IF/IF10918/IF10918.pdf/","2","06/28/2018"
3306,"LSB10159","6/28/2018","Justice Kennedy Retires: Initial Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10159/LSB10159.pdf/","3","06/28/2018"
3307,"IF10919","6/28/2018","Permitting for Pesticide Discharges into Navigable Waters: Issues and Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF10919/IF10919.pdf/","2","06/28/2018"
3308,"R45243","6/28/2018","Trade Deficits and U.S. Trade Policy","https://crsreports.congress.gov/product/pdf/download/R/R45243/R45243.pdf/","9","06/28/2018"
3309,"R45244","6/27/2018","Legislative Actions to Modify the Affordable Care Act in the 111th-115th Congresses","https://crsreports.congress.gov/product/pdf/download/R/R45244/R45244.pdf/","7","06/28/2018"
3310,"LSB10158","6/27/2018","Organizing Executive Branch Agencies: Who Makes the Call? ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10158/LSB10158.pdf/","3","06/27/2018"
3311,"R45241","6/27/2018","The Rule XIX Call to Order for Disorderly Language in Senate Debate","https://crsreports.congress.gov/product/pdf/download/R/R45241/R45241.pdf/","3","06/27/2018"
3312,"IF10917","6/27/2018","Tip Credit and Tip Pooling Provisions of the Fair Labor Standards Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10917/IF10917.pdf/","2","06/27/2018"
3313,"IF10527","6/27/2018","U.S. Intelligence Community Elements: Establishment Provisions","https://crsreports.congress.gov/product/pdf/download/IF/IF10527/IF10527.pdf/","5","12/06/2016"
3314,"LSB10042","6/27/2018","UPDATE: Public Sector Union Dues: Grappling with Fixed Stars and Stare Decisis (Part I)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10042/LSB10042.pdf/","8","12/05/2017"
3315,"IF10870","6/26/2018","Psychiatric Institutionalization and Deinstitutionalization","https://crsreports.congress.gov/product/pdf/download/IF/IF10870/IF10870.pdf/","4","04/11/2018"
3316,"LSB10156","6/26/2018","Supreme Court Drives Home Its Concern for Privacy in Collins v. Virginia","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10156/LSB10156.pdf/","2","06/26/2018"
3317,"IF10915","6/26/2018","T-Mobile - Sprint Merger","https://crsreports.congress.gov/product/pdf/download/IF/IF10915/IF10915.pdf/","2","06/26/2018"
3318,"IF10914","6/26/2018","Trinidad and Tobago","https://crsreports.congress.gov/product/pdf/download/IF/IF10914/IF10914.pdf/","2","06/26/2018"
3319,"LSB10157","6/26/2018","UPDATE: Supreme Court Takes Fourth Amendment Case about Cell Phone Location Data","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10157/LSB10157.pdf/","2","06/26/2018"
